Year,GN→GS,GS→GN,CN→GS
2018,67.49645458743399,2.2373747398927617,89.71330117122021
2019,61.78713671489353,2.624906487612717,78.69175006910908
2020,71.0178511799639,3.094321155946931,105.60855343399541
2021,67.32122744532619,3.218752700933484,85.62015013403946
2022,66.94207465683866,3.122676816136371,84.84088764908705
