Year,GN→GS,GS→GN,CN→GS
2018,18.951662280347648,0.8695568863439854,29.73979699755752
2019,16.769176788525215,0.9695956096205512,25.057547267663754
2020,15.892989228597704,1.1005009762711153,25.842200135927023
2021,15.294104482311022,1.089310911820256,23.15028117588959
2022,19.55869749873859,0.8668804209403331,25.21483454128243
