Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0115","Barley","2018","2018","t","40000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0115","Barley","2018","2018","t","13000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0115","Barley","2018","2018","t","9475.26","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0115","Barley","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0115","Barley","2018","2018","t","7889.74","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0115","Barley","2019","2019","t","88000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0115","Barley","2019","2019","t","14000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0115","Barley","2019","2019","t","19000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0115","Barley","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0115","Barley","2019","2019","t","2576","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0115","Barley","2020","2020","t","91000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0115","Barley","2020","2020","t","14000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0115","Barley","2020","2020","t","19000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0115","Barley","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0115","Barley","2020","2020","t","3757","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0115","Barley","2021","2021","t","46000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0115","Barley","2021","2021","t","6000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0115","Barley","2021","2021","t","10000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0115","Barley","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0115","Barley","2021","2021","t","1600","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0115","Barley","2022","2022","t","67000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0115","Barley","2022","2022","t","10000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0115","Barley","2022","2022","t","14000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0115","Barley","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0115","Barley","2022","2022","t","2334.81","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.03","Cake of  soya beans","2018","2018","t","6684.07","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.03","Cake of  soya beans","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.03","Cake of  soya beans","2019","2019","t","11292.6","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.03","Cake of  soya beans","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.03","Cake of  soya beans","2020","2020","t","26377.8","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.03","Cake of  soya beans","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.03","Cake of  soya beans","2021","2021","t","32352.32","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.03","Cake of  soya beans","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.03","Cake of  soya beans","2022","2022","t","44047.49","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.03","Cake of  soya beans","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.08","Cake of rapeseed","2018","2018","t","94.5","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.08","Cake of rapeseed","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.08","Cake of rapeseed","2019","2019","t","85.57","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.08","Cake of rapeseed","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.08","Cake of rapeseed","2020","2020","t","1619.51","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.08","Cake of rapeseed","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.08","Cake of rapeseed","2021","2021","t","3060.57","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.08","Cake of rapeseed","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.08","Cake of rapeseed","2022","2022","t","1327.23","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.08","Cake of rapeseed","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.07","Cake of sunflower seed","2018","2018","t","5020.91","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.07","Cake of sunflower seed","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.07","Cake of sunflower seed","2019","2019","t","5178.98","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.07","Cake of sunflower seed","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.07","Cake of sunflower seed","2020","2020","t","4011.9","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.07","Cake of sunflower seed","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.07","Cake of sunflower seed","2021","2021","t","4655.11","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.07","Cake of sunflower seed","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","21910.07","Cake of sunflower seed","2022","2022","t","4341.64","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","21910.07","Cake of sunflower seed","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0112","Maize (corn)","2018","2018","t","68000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0112","Maize (corn)","2018","2018","t","12000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0112","Maize (corn)","2018","2018","t","18792.04","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","0112","Maize (corn)","2018","2018","t","23700","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0112","Maize (corn)","2018","2018","t","6","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0112","Maize (corn)","2019","2019","t","118000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0112","Maize (corn)","2019","2019","t","15000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0112","Maize (corn)","2019","2019","t","28000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","0112","Maize (corn)","2019","2019","t","23671","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0112","Maize (corn)","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0112","Maize (corn)","2020","2020","t","174000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0112","Maize (corn)","2020","2020","t","22000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0112","Maize (corn)","2020","2020","t","41000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","0112","Maize (corn)","2020","2020","t","34776","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0112","Maize (corn)","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0112","Maize (corn)","2021","2021","t","169000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0112","Maize (corn)","2021","2021","t","22000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0112","Maize (corn)","2021","2021","t","40000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","0112","Maize (corn)","2021","2021","t","39375.52","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0112","Maize (corn)","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0112","Maize (corn)","2022","2022","t","199000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","0112","Maize (corn)","2022","2022","t","22000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","0112","Maize (corn)","2022","2022","t","47000","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","0112","Maize (corn)","2022","2022","t","41735.39","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0112","Maize (corn)","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01443","Rape or colza seed","2018","2018","t","59.94","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01443","Rape or colza seed","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","01443","Rape or colza seed","2018","2018","t","210.06","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01443","Rape or colza seed","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","01443","Rape or colza seed","2020","2020","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01443","Rape or colza seed","2021","2021","t","433.75","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01443","Rape or colza seed","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","01443","Rape or colza seed","2021","2021","t","1520.21","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01443","Rape or colza seed","2022","2022","t","430.73","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01443","Rape or colza seed","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","01443","Rape or colza seed","2022","2022","t","1509.62","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0114","Sorghum","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0114","Sorghum","2019","2019","t","248","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0114","Sorghum","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0114","Sorghum","2020","2020","t","273.23","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0114","Sorghum","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0114","Sorghum","2020","2020","t","446.77","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0114","Sorghum","2021","2021","t","15545.33","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0114","Sorghum","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0114","Sorghum","2021","2021","t","19661.61","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0114","Sorghum","2022","2022","t","213.71","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0114","Sorghum","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0114","Sorghum","2022","2022","t","270.29","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0141","Soya beans","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0141","Soya beans","2019","2019","t","3260.35","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0141","Soya beans","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0141","Soya beans","2020","2020","t","2998.19","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0141","Soya beans","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0141","Soya beans","2020","2020","t","7753.3","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0141","Soya beans","2021","2021","t","167.32","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0141","Soya beans","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0141","Soya beans","2021","2021","t","432.68","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","0141","Soya beans","2022","2022","t","890.13","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","0141","Soya beans","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","0141","Soya beans","2022","2022","t","2301.87","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01445","Sunflower seed","2018","2018","t","10.56","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","01445","Sunflower seed","2018","2018","t","37.66","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","01445","Sunflower seed","2018","2018","t","65.09","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","01445","Sunflower seed","2018","2018","t","9139.7","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01445","Sunflower seed","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01445","Sunflower seed","2019","2019","t","7.4","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","01445","Sunflower seed","2019","2019","t","32.81","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","01445","Sunflower seed","2019","2019","t","79.46","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","01445","Sunflower seed","2019","2019","t","8944.51","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01445","Sunflower seed","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01445","Sunflower seed","2020","2020","t","12.44","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","01445","Sunflower seed","2020","2020","t","16.42","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","01445","Sunflower seed","2020","2020","t","61.11","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","01445","Sunflower seed","2020","2020","t","7176.19","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01445","Sunflower seed","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01445","Sunflower seed","2021","2021","t","21.81","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","01445","Sunflower seed","2021","2021","t","29.06","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","01445","Sunflower seed","2021","2021","t","42.8","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","01445","Sunflower seed","2021","2021","t","8463.83","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01445","Sunflower seed","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","01445","Sunflower seed","2022","2022","t","8.31","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5525","Seed","01445","Sunflower seed","2022","2022","t","30.57","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5016","Loss","01445","Sunflower seed","2022","2022","t","64.24","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5023","Processed","01445","Sunflower seed","2022","2022","t","7897.9","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5166","Residuals","01445","Sunflower seed","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","0115","Barley","2018","2018","t","8118.73","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5525","Seed","0115","Barley","2018","2018","t","572.39","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5016","Loss","0115","Barley","2018","2018","t","1073.88","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5023","Processed","0115","Barley","2018","2018","t","5412.83","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","0115","Barley","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","0115","Barley","2019","2019","t","7490.6","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5525","Seed","0115","Barley","2019","2019","t","516.07","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5016","Loss","0115","Barley","2019","2019","t","1009.16","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5023","Processed","0115","Barley","2019","2019","t","4983.83","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","0115","Barley","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","0115","Barley","2020","2020","t","10240.56","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5525","Seed","0115","Barley","2020","2020","t","595.25","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5016","Loss","0115","Barley","2020","2020","t","1368.64","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5023","Processed","0115","Barley","2020","2020","t","6782.06","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","0115","Barley","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","0115","Barley","2021","2021","t","11074.3","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5525","Seed","0115","Barley","2021","2021","t","690.22","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5016","Loss","0115","Barley","2021","2021","t","1480.97","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5023","Processed","0115","Barley","2021","2021","t","7341.51","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","0115","Barley","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","0115","Barley","2022","2022","t","12063.71","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5525","Seed","0115","Barley","2022","2022","t","718.43","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5016","Loss","0115","Barley","2022","2022","t","1610.29","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5023","Processed","0115","Barley","2022","2022","t","7977.02","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","0115","Barley","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.03","Cake of  soya beans","2018","2018","t","11398.63","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.03","Cake of  soya beans","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.03","Cake of  soya beans","2019","2019","t","9636.4","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.03","Cake of  soya beans","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.03","Cake of  soya beans","2020","2020","t","21958.43","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.03","Cake of  soya beans","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.03","Cake of  soya beans","2021","2021","t","4463.31","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.03","Cake of  soya beans","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.03","Cake of  soya beans","2022","2022","t","8634.42","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.03","Cake of  soya beans","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.07","Cake of sunflower seed","2018","2018","t","850.85","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.07","Cake of sunflower seed","2018","2018","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.07","Cake of sunflower seed","2019","2019","t","1436.08","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.07","Cake of sunflower seed","2019","2019","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.07","Cake of sunflower seed","2020","2020","t","585.49","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.07","Cake of sunflower seed","2020","2020","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.07","Cake of sunflower seed","2021","2021","t","1616.78","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.07","Cake of sunflower seed","2021","2021","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","21910.07","Cake of sunflower seed","2022","2022","t","2616.48","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5166","Residuals","21910.07","Cake of sunflower seed","2022","2022","t","0","I","Value imputed by a receiving agency",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5520","Feed","0112","Maize (corn)","2018","2018","t","410000","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5525","Seed","0112","Maize (corn)","2018","2018","t","3525","E","Estimated value",""
